"Step","04_12_04_28_49 - val_S_1500","04_12_04_28_49 - val_S_1500__MIN","04_12_04_28_49 - val_S_1500__MAX"
"5250","0.8340715765953064","0.8340715765953064","0.8340715765953064"
"6000","0.9821122288703918","0.9821122288703918","0.9821122288703918"
"6750","1.0560996532440186","1.0560996532440186","1.0560996532440186"
"7500","1.2646129131317139","1.2646129131317139","1.2646129131317139"
"8250","1.1950942277908325","1.1950942277908325","1.1950942277908325"
"9000","1.430062174797058","1.430062174797058","1.430062174797058"
"9750","1.3516039848327637","1.3516039848327637","1.3516039848327637"
"10500","1.3449066877365112","1.3449066877365112","1.3449066877365112"
"11250","1.0963832139968872","1.0963832139968872","1.0963832139968872"
"12000","1.3955124616622925","1.3955124616622925","1.3955124616622925"
"12750","1.2923444509506226","1.2923444509506226","1.2923444509506226"
"13500","1.3133958578109741","1.3133958578109741","1.3133958578109741"
"14250","1.472841501235962","1.472841501235962","1.472841501235962"
"15000","1.3492013216018677","1.3492013216018677","1.3492013216018677"
"15750","1.4956296682357788","1.4956296682357788","1.4956296682357788"
"16500","1.4641780853271484","1.4641780853271484","1.4641780853271484"
"17250","1.5560919046401978","1.5560919046401978","1.5560919046401978"
"18000","1.5894594192504883","1.5894594192504883","1.5894594192504883"
"18750","1.5362906455993652","1.5362906455993652","1.5362906455993652"
"19500","1.6563364267349243","1.6563364267349243","1.6563364267349243"
"20250","1.074250340461731","1.074250340461731","1.074250340461731"
"21000","1.5994681119918823","1.5994681119918823","1.5994681119918823"
"21750","1.4446839094161987","1.4446839094161987","1.4446839094161987"
"22500","1.5073751211166382","1.5073751211166382","1.5073751211166382"
"23250","1.6104952096939087","1.6104952096939087","1.6104952096939087"
"24000","1.3612943887710571","1.3612943887710571","1.3612943887710571"
"24750","1.52504563331604","1.52504563331604","1.52504563331604"
"25500","1.579276442527771","1.579276442527771","1.579276442527771"
"26250","1.7046873569488525","1.7046873569488525","1.7046873569488525"
"27000","1.5424970388412476","1.5424970388412476","1.5424970388412476"
"27750","1.6108684539794922","1.6108684539794922","1.6108684539794922"
"28500","1.517858624458313","1.517858624458313","1.517858624458313"
"29250","1.6390269994735718","1.6390269994735718","1.6390269994735718"
"30000","1.6424702405929565","1.6424702405929565","1.6424702405929565"
"30750","1.6686538457870483","1.6686538457870483","1.6686538457870483"
"31500","1.6309925317764282","1.6309925317764282","1.6309925317764282"
"32250","1.6091092824935913","1.6091092824935913","1.6091092824935913"
"33000","1.641615867614746","1.641615867614746","1.641615867614746"
"33750","1.6633787155151367","1.6633787155151367","1.6633787155151367"
"34500","1.6628531217575073","1.6628531217575073","1.6628531217575073"
"35250","1.6964014768600464","1.6964014768600464","1.6964014768600464"
"36000","1.7031316757202148","1.7031316757202148","1.7031316757202148"
"36750","1.6865606307983398","1.6865606307983398","1.6865606307983398"
"37500","1.677246332168579","1.677246332168579","1.677246332168579"
"38250","1.6896085739135742","1.6896085739135742","1.6896085739135742"
"39000","1.6765516996383667","1.6765516996383667","1.6765516996383667"
"39750","1.6692348718643188","1.6692348718643188","1.6692348718643188"
