"Step","04_12_04_28_49 - val_B_1500","04_12_04_28_49 - val_B_1500__MIN","04_12_04_28_49 - val_B_1500__MAX"
"5250","0.9487475752830505","0.9487475752830505","0.9487475752830505"
"6000","0.9843298196792603","0.9843298196792603","0.9843298196792603"
"6750","0.987697422504425","0.987697422504425","0.987697422504425"
"7500","1.0307034254074097","1.0307034254074097","1.0307034254074097"
"8250","1.0026400089263916","1.0026400089263916","1.0026400089263916"
"9000","1.0424448251724243","1.0424448251724243","1.0424448251724243"
"9750","1.0275448560714722","1.0275448560714722","1.0275448560714722"
"10500","1.0093625783920288","1.0093625783920288","1.0093625783920288"
"11250","0.9406525492668152","0.9406525492668152","0.9406525492668152"
"12000","1.0211819410324097","1.0211819410324097","1.0211819410324097"
"12750","0.9797326326370239","0.9797326326370239","0.9797326326370239"
"13500","0.9802746176719666","0.9802746176719666","0.9802746176719666"
"14250","1.0122196674346924","1.0122196674346924","1.0122196674346924"
"15000","0.9970321655273438","0.9970321655273438","0.9970321655273438"
"15750","1.0030970573425293","1.0030970573425293","1.0030970573425293"
"16500","1.0042096376419067","1.0042096376419067","1.0042096376419067"
"17250","1.0202916860580444","1.0202916860580444","1.0202916860580444"
"18000","1.0232645273208618","1.0232645273208618","1.0232645273208618"
"18750","1.010851263999939","1.010851263999939","1.010851263999939"
"19500","1.0298259258270264","1.0298259258270264","1.0298259258270264"
"20250","0.9152759909629822","0.9152759909629822","0.9152759909629822"
"21000","1.0163694620132446","1.0163694620132446","1.0163694620132446"
"21750","0.9843649864196777","0.9843649864196777","0.9843649864196777"
"22500","0.9822677969932556","0.9822677969932556","0.9822677969932556"
"23250","1.0225317478179932","1.0225317478179932","1.0225317478179932"
"24000","0.9506209492683411","0.9506209492683411","0.9506209492683411"
"24750","0.98699551820755","0.98699551820755","0.98699551820755"
"25500","1.0043712854385376","1.0043712854385376","1.0043712854385376"
"26250","1.0294469594955444","1.0294469594955444","1.0294469594955444"
"27000","0.9868845343589783","0.9868845343589783","0.9868845343589783"
"27750","0.992191731929779","0.992191731929779","0.992191731929779"
"28500","0.9756130576133728","0.9756130576133728","0.9756130576133728"
"29250","0.9989344477653503","0.9989344477653503","0.9989344477653503"
"30000","0.9986351132392883","0.9986351132392883","0.9986351132392883"
"30750","0.998851478099823","0.998851478099823","0.998851478099823"
"31500","0.9927442669868469","0.9927442669868469","0.9927442669868469"
"32250","0.9903177618980408","0.9903177618980408","0.9903177618980408"
"33000","0.9969774484634399","0.9969774484634399","0.9969774484634399"
"33750","0.9998284578323364","0.9998284578323364","0.9998284578323364"
"34500","0.9949435591697693","0.9949435591697693","0.9949435591697693"
"35250","1.0034875869750977","1.0034875869750977","1.0034875869750977"
"36000","1.0028810501098633","1.0028810501098633","1.0028810501098633"
"36750","1.0008327960968018","1.0008327960968018","1.0008327960968018"
"37500","0.9994382262229919","0.9994382262229919","0.9994382262229919"
"38250","0.9999532699584961","0.9999532699584961","0.9999532699584961"
"39000","0.9975245594978333","0.9975245594978333","0.9975245594978333"
"39750","0.9958820343017578","0.9958820343017578","0.9958820343017578"
