"Step","04_12_04_28_49 - val_bce_1500","04_12_04_28_49 - val_bce_1500__MIN","04_12_04_28_49 - val_bce_1500__MAX"
"5250","0.41551709175109863","0.41551709175109863","0.41551709175109863"
"6000","0.42874208092689514","0.42874208092689514","0.42874208092689514"
"6750","0.3915528357028961","0.3915528357028961","0.3915528357028961"
"7500","0.37821492552757263","0.37821492552757263","0.37821492552757263"
"8250","0.40675511956214905","0.40675511956214905","0.40675511956214905"
"9000","0.36222580075263977","0.36222580075263977","0.36222580075263977"
"9750","0.35345324873924255","0.35345324873924255","0.35345324873924255"
"10500","0.36983901262283325","0.36983901262283325","0.36983901262283325"
"11250","0.35411617159843445","0.35411617159843445","0.35411617159843445"
"12000","0.3359251916408539","0.3359251916408539","0.3359251916408539"
"12750","0.32720476388931274","0.32720476388931274","0.32720476388931274"
"13500","0.35088521242141724","0.35088521242141724","0.35088521242141724"
"14250","0.32231852412223816","0.32231852412223816","0.32231852412223816"
"15000","0.3543625473976135","0.3543625473976135","0.3543625473976135"
"15750","0.3098025321960449","0.3098025321960449","0.3098025321960449"
"16500","0.3100675344467163","0.3100675344467163","0.3100675344467163"
"17250","0.31720325350761414","0.31720325350761414","0.31720325350761414"
"18000","0.3109387159347534","0.3109387159347534","0.3109387159347534"
"18750","0.3130538761615753","0.3130538761615753","0.3130538761615753"
"19500","0.30725035071372986","0.30725035071372986","0.30725035071372986"
"20250","0.4113631844520569","0.4113631844520569","0.4113631844520569"
"21000","0.30650267004966736","0.30650267004966736","0.30650267004966736"
"21750","0.3128376603126526","0.3128376603126526","0.3128376603126526"
"22500","0.2994939088821411","0.2994939088821411","0.2994939088821411"
"23250","0.30376332998275757","0.30376332998275757","0.30376332998275757"
"24000","0.32831135392189026","0.32831135392189026","0.32831135392189026"
"24750","0.2934668958187103","0.2934668958187103","0.2934668958187103"
"25500","0.30746230483055115","0.30746230483055115","0.30746230483055115"
"26250","0.29288405179977417","0.29288405179977417","0.29288405179977417"
"27000","0.29013052582740784","0.29013052582740784","0.29013052582740784"
"27750","0.29090914130210876","0.29090914130210876","0.29090914130210876"
"28500","0.301369309425354","0.301369309425354","0.301369309425354"
"29250","0.2892657220363617","0.2892657220363617","0.2892657220363617"
"30000","0.28609928488731384","0.28609928488731384","0.28609928488731384"
"30750","0.2836972177028656","0.2836972177028656","0.2836972177028656"
"31500","0.28378966450691223","0.28378966450691223","0.28378966450691223"
"32250","0.2863007187843323","0.2863007187843323","0.2863007187843323"
"33000","0.2841339707374573","0.2841339707374573","0.2841339707374573"
"33750","0.2820485532283783","0.2820485532283783","0.2820485532283783"
"34500","0.28415346145629883","0.28415346145629883","0.28415346145629883"
"35250","0.28021353483200073","0.28021353483200073","0.28021353483200073"
"36000","0.2806376516819","0.2806376516819","0.2806376516819"
"36750","0.2838386297225952","0.2838386297225952","0.2838386297225952"
"37500","0.2818446755409241","0.2818446755409241","0.2818446755409241"
"38250","0.28027331829071045","0.28027331829071045","0.28027331829071045"
"39000","0.2802276015281677","0.2802276015281677","0.2802276015281677"
"39750","0.2805752456188202","0.2805752456188202","0.2805752456188202"
