"Step","04_12_12_36_45 - val_S_1500","04_12_12_36_45 - val_S_1500__MIN","04_12_12_36_45 - val_S_1500__MAX"
"5500","0.8741604089736938","0.8741604089736938","0.8741604089736938"
"6000","0.8035292029380798","0.8035292029380798","0.8035292029380798"
"6500","0.9666408896446228","0.9666408896446228","0.9666408896446228"
"7000","0.8471189737319946","0.8471189737319946","0.8471189737319946"
"7500","0.940215528011322","0.940215528011322","0.940215528011322"
"8000","0.9149492383003235","0.9149492383003235","0.9149492383003235"
"8500","0.9212509393692017","0.9212509393692017","0.9212509393692017"
"9000","1.0712660551071167","1.0712660551071167","1.0712660551071167"
"9500","1.0307719707489014","1.0307719707489014","1.0307719707489014"
"10000","0.9244419932365417","0.9244419932365417","0.9244419932365417"
"10500","1.036554217338562","1.036554217338562","1.036554217338562"
"11000","1.065895438194275","1.065895438194275","1.065895438194275"
"11500","0.9184207320213318","0.9184207320213318","0.9184207320213318"
"12000","1.049476981163025","1.049476981163025","1.049476981163025"
"12500","1.152859091758728","1.152859091758728","1.152859091758728"
"13000","1.1442034244537354","1.1442034244537354","1.1442034244537354"
"13500","1.0940605401992798","1.0940605401992798","1.0940605401992798"
"14000","1.0505872964859009","1.0505872964859009","1.0505872964859009"
"14500","1.0335217714309692","1.0335217714309692","1.0335217714309692"
"15000","0.9830743074417114","0.9830743074417114","0.9830743074417114"
"15500","0.9057080149650574","0.9057080149650574","0.9057080149650574"
"16000","1.126177191734314","1.126177191734314","1.126177191734314"
"16500","1.0834699869155884","1.0834699869155884","1.0834699869155884"
"17000","1.0619968175888062","1.0619968175888062","1.0619968175888062"
"17500","1.1500213146209717","1.1500213146209717","1.1500213146209717"
"18000","1.1187114715576172","1.1187114715576172","1.1187114715576172"
"18500","1.0845167636871338","1.0845167636871338","1.0845167636871338"
"19000","1.1355164051055908","1.1355164051055908","1.1355164051055908"
"19500","1.0728373527526855","1.0728373527526855","1.0728373527526855"
"20000","1.1013734340667725","1.1013734340667725","1.1013734340667725"
"20500","1.1335476636886597","1.1335476636886597","1.1335476636886597"
"21000","1.042864203453064","1.042864203453064","1.042864203453064"
"21500","1.1730841398239136","1.1730841398239136","1.1730841398239136"
"22000","1.1022287607192993","1.1022287607192993","1.1022287607192993"
"22500","1.0924136638641357","1.0924136638641357","1.0924136638641357"
"23000","1.1535574197769165","1.1535574197769165","1.1535574197769165"
"23500","1.1139615774154663","1.1139615774154663","1.1139615774154663"
"24000","1.0361665487289429","1.0361665487289429","1.0361665487289429"
"24500","1.1169770956039429","1.1169770956039429","1.1169770956039429"
"25000","1.1974799633026123","1.1974799633026123","1.1974799633026123"
"25500","1.061478614807129","1.061478614807129","1.061478614807129"
"26000","1.221068263053894","1.221068263053894","1.221068263053894"
"26500","1.0619817972183228","1.0619817972183228","1.0619817972183228"
"27000","1.1215806007385254","1.1215806007385254","1.1215806007385254"
"27500","1.104837417602539","1.104837417602539","1.104837417602539"
"28000","1.1538002490997314","1.1538002490997314","1.1538002490997314"
"28500","1.0658951997756958","1.0658951997756958","1.0658951997756958"
"29000","1.1810988187789917","1.1810988187789917","1.1810988187789917"
"29500","1.1344876289367676","1.1344876289367676","1.1344876289367676"
"30000","1.1755437850952148","1.1755437850952148","1.1755437850952148"
"30500","1.0252315998077393","1.0252315998077393","1.0252315998077393"
"31000","1.1523475646972656","1.1523475646972656","1.1523475646972656"
"31500","1.1637459993362427","1.1637459993362427","1.1637459993362427"
"32000","1.2108001708984375","1.2108001708984375","1.2108001708984375"
"32500","1.150375247001648","1.150375247001648","1.150375247001648"
"33000","1.150843858718872","1.150843858718872","1.150843858718872"
"33500","1.1172150373458862","1.1172150373458862","1.1172150373458862"
"34000","1.1412322521209717","1.1412322521209717","1.1412322521209717"
"34500","1.14116370677948","1.14116370677948","1.14116370677948"
"35000","1.1586856842041016","1.1586856842041016","1.1586856842041016"
"35500","1.1278574466705322","1.1278574466705322","1.1278574466705322"
"36000","1.145298719406128","1.145298719406128","1.145298719406128"
"36500","1.1569632291793823","1.1569632291793823","1.1569632291793823"
"37000","1.149196982383728","1.149196982383728","1.149196982383728"
"37500","1.1393264532089233","1.1393264532089233","1.1393264532089233"
"38000","1.1521695852279663","1.1521695852279663","1.1521695852279663"
"38500","1.155158281326294","1.155158281326294","1.155158281326294"
"39000","1.1392759084701538","1.1392759084701538","1.1392759084701538"
"39500","1.1451185941696167","1.1451185941696167","1.1451185941696167"
"40000","1.1579363346099854","1.1579363346099854","1.1579363346099854"
