"Step","04_12_04_26_56 - val_B_1500","04_12_04_26_56 - val_B_1500__MIN","04_12_04_26_56 - val_B_1500__MAX"
"5250","0.985449492931366","0.985449492931366","0.985449492931366"
"6000","0.9509742856025696","0.9509742856025696","0.9509742856025696"
"6750","1.0020240545272827","1.0020240545272827","1.0020240545272827"
"7500","0.9378219842910767","0.9378219842910767","0.9378219842910767"
"8250","0.9881982803344727","0.9881982803344727","0.9881982803344727"
"9000","0.9764367938041687","0.9764367938041687","0.9764367938041687"
"9750","0.9905819296836853","0.9905819296836853","0.9905819296836853"
"10500","0.9711403846740723","0.9711403846740723","0.9711403846740723"
"11250","0.9853617548942566","0.9853617548942566","0.9853617548942566"
"12000","1.0028269290924072","1.0028269290924072","1.0028269290924072"
"12750","1.0204970836639404","1.0204970836639404","1.0204970836639404"
"13500","1.0137176513671875","1.0137176513671875","1.0137176513671875"
"14250","0.9885578155517578","0.9885578155517578","0.9885578155517578"
"15000","0.9889769554138184","0.9889769554138184","0.9889769554138184"
"15750","0.9861537218093872","0.9861537218093872","0.9861537218093872"
"16500","0.9933881163597107","0.9933881163597107","0.9933881163597107"
"17250","0.9730896353721619","0.9730896353721619","0.9730896353721619"
"18000","0.9903534054756165","0.9903534054756165","0.9903534054756165"
"18750","1.0076791048049927","1.0076791048049927","1.0076791048049927"
"19500","1.0191563367843628","1.0191563367843628","1.0191563367843628"
"20250","0.9820261001586914","0.9820261001586914","0.9820261001586914"
"21000","1.0014108419418335","1.0014108419418335","1.0014108419418335"
"21750","1.0219308137893677","1.0219308137893677","1.0219308137893677"
"22500","0.988956093788147","0.988956093788147","0.988956093788147"
"23250","0.9961709380149841","0.9961709380149841","0.9961709380149841"
"24000","0.9950737953186035","0.9950737953186035","0.9950737953186035"
"24750","0.9658368229866028","0.9658368229866028","0.9658368229866028"
"25500","0.9841455817222595","0.9841455817222595","0.9841455817222595"
"26250","0.9910488128662109","0.9910488128662109","0.9910488128662109"
"27000","0.992574155330658","0.992574155330658","0.992574155330658"
"27750","0.9901922345161438","0.9901922345161438","0.9901922345161438"
"28500","0.9861089587211609","0.9861089587211609","0.9861089587211609"
"29250","0.9887383580207825","0.9887383580207825","0.9887383580207825"
"30000","0.992165207862854","0.992165207862854","0.992165207862854"
"30750","0.9985476732254028","0.9985476732254028","0.9985476732254028"
"31500","0.9992210268974304","0.9992210268974304","0.9992210268974304"
"32250","0.9868098497390747","0.9868098497390747","0.9868098497390747"
"33000","0.998837411403656","0.998837411403656","0.998837411403656"
"33750","0.9898993372917175","0.9898993372917175","0.9898993372917175"
"34500","0.9983190894126892","0.9983190894126892","0.9983190894126892"
"35250","0.9908707737922668","0.9908707737922668","0.9908707737922668"
"36000","0.9877883791923523","0.9877883791923523","0.9877883791923523"
"36750","0.988955020904541","0.988955020904541","0.988955020904541"
"37500","0.9909719824790955","0.9909719824790955","0.9909719824790955"
"38250","0.9918233752250671","0.9918233752250671","0.9918233752250671"
"39000","0.9926895499229431","0.9926895499229431","0.9926895499229431"
"39750","0.9915882349014282","0.9915882349014282","0.9915882349014282"
