"Step","04_12_04_26_56 - val_bce_1500","04_12_04_26_56 - val_bce_1500__MIN","04_12_04_26_56 - val_bce_1500__MAX"
"5250","0.3328269422054291","0.3328269422054291","0.3328269422054291"
"6000","0.3614504039287567","0.3614504039287567","0.3614504039287567"
"6750","0.31197404861450195","0.31197404861450195","0.31197404861450195"
"7500","0.31731170415878296","0.31731170415878296","0.31731170415878296"
"8250","0.29671499133110046","0.29671499133110046","0.29671499133110046"
"9000","0.28833460807800293","0.28833460807800293","0.28833460807800293"
"9750","0.2959969639778137","0.2959969639778137","0.2959969639778137"
"10500","0.27613916993141174","0.27613916993141174","0.27613916993141174"
"11250","0.2787212133407593","0.2787212133407593","0.2787212133407593"
"12000","0.2624969184398651","0.2624969184398651","0.2624969184398651"
"12750","0.28190064430236816","0.28190064430236816","0.28190064430236816"
"13500","0.2825711965560913","0.2825711965560913","0.2825711965560913"
"14250","0.24936671555042267","0.24936671555042267","0.24936671555042267"
"15000","0.2525346875190735","0.2525346875190735","0.2525346875190735"
"15750","0.24710164964199066","0.24710164964199066","0.24710164964199066"
"16500","0.24416887760162354","0.24416887760162354","0.24416887760162354"
"17250","0.263931542634964","0.263931542634964","0.263931542634964"
"18000","0.26208096742630005","0.26208096742630005","0.26208096742630005"
"18750","0.24104714393615723","0.24104714393615723","0.24104714393615723"
"19500","0.23810330033302307","0.23810330033302307","0.23810330033302307"
"20250","0.22471661865711212","0.22471661865711212","0.22471661865711212"
"21000","0.21782386302947998","0.21782386302947998","0.21782386302947998"
"21750","0.2346924990415573","0.2346924990415573","0.2346924990415573"
"22500","0.21816125512123108","0.21816125512123108","0.21816125512123108"
"23250","0.21322548389434814","0.21322548389434814","0.21322548389434814"
"24000","0.21369266510009766","0.21369266510009766","0.21369266510009766"
"24750","0.23590026795864105","0.23590026795864105","0.23590026795864105"
"25500","0.20953737199306488","0.20953737199306488","0.20953737199306488"
"26250","0.20471274852752686","0.20471274852752686","0.20471274852752686"
"27000","0.20987339317798615","0.20987339317798615","0.20987339317798615"
"27750","0.20873339474201202","0.20873339474201202","0.20873339474201202"
"28500","0.20315773785114288","0.20315773785114288","0.20315773785114288"
"29250","0.19828207790851593","0.19828207790851593","0.19828207790851593"
"30000","0.20362858474254608","0.20362858474254608","0.20362858474254608"
"30750","0.19542862474918365","0.19542862474918365","0.19542862474918365"
"31500","0.2025284320116043","0.2025284320116043","0.2025284320116043"
"32250","0.19975997507572174","0.19975997507572174","0.19975997507572174"
"33000","0.19432224333286285","0.19432224333286285","0.19432224333286285"
"33750","0.2009114772081375","0.2009114772081375","0.2009114772081375"
"34500","0.19223378598690033","0.19223378598690033","0.19223378598690033"
"35250","0.1934805065393448","0.1934805065393448","0.1934805065393448"
"36000","0.19369277358055115","0.19369277358055115","0.19369277358055115"
"36750","0.1910856068134308","0.1910856068134308","0.1910856068134308"
"37500","0.19260501861572266","0.19260501861572266","0.19260501861572266"
"38250","0.19091366231441498","0.19091366231441498","0.19091366231441498"
"39000","0.19067645072937012","0.19067645072937012","0.19067645072937012"
"39750","0.19113995134830475","0.19113995134830475","0.19113995134830475"
